Year Type,Year,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Family Code,Job Family,Job Code,Job,Employee Identifier,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
Calendar,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,790.0,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1450,Executive Secretary 1,38438,22680.01,0.0,192.0,22872.01,5130.17,3822.92,1817.69,10770.78,33642.79
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,790.0,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,43385,52485.07,699.11,590.56,53774.74,10865.09,11529.82,4350.17,26745.08,80519.82
Calendar,2015,4,Community Health,DPH,Public Health,164.0,Physicians and Dentists - Miscellaneous,2200,Medical & Dental,2230,Physician Specialist,51666,8143.05,0.0,0.0,8143.05,1589.08,0.0,644.33,2233.41,10376.46
Calendar,2015,5,Culture & Recreation,FAM,Fine Arts Museum,790.0,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,31941,5092.5,0.0,456.75,5549.25,0.0,2172.8,429.62,2602.42,8151.67
Calendar,2015,4,Community Health,DPH,Public Health,164.0,Physicians and Dentists - Miscellaneous,2200,Medical & Dental,2230,Physician Specialist,47707,370.25,0.0,0.0,370.25,81.23,23.89,28.44,133.56,503.81
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535.0,"SEIU - Human Services, Local 1021",2900,Human Services,2940,Protective Services Worker,12650,97934.04,0.0,96.0,98030.04,20197.44,12424.5,8087.09,40709.03,138739.07
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,790.0,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1842,Management Assistant,30565,1540.0,0.0,0.0,1540.0,345.43,238.93,121.68,706.04,2246.04
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790.0,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3279,Recreation Leader,34108,2807.57,0.0,70.84,2878.41,0.0,689.91,223.4,913.31,3791.72
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790.0,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1404,Clerk,39968,22433.17,861.64,0.0,23294.81,0.0,6230.17,1807.48,8037.65,31332.46
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H003,EMT/Paramedic/Firefighter,20273,130845.81,76310.74,16814.43,223970.98,29010.97,15196.12,3774.72,47981.81,271952.79
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790.0,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3279,Recreation Leader,5966,10963.5,0.0,565.44,11528.94,0.0,4202.21,893.68,5095.89,16624.83
Calendar,2015,1,Public Protection,SHF,Sheriff,498.0,Deputy Sheriffs' Association,8300,Correction & Detention,8304,Deputy Sheriff,23321,97741.85,39989.0,13625.98,151356.83,27088.93,12421.52,2524.63,42035.08,193391.91
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790.0,"SEIU - Miscellaneous, Local 1021",3600,Library,3602,Library Page,12411,9603.0,0.0,52.28,9655.28,0.0,2897.06,787.78,3684.84,13340.12
Calendar,2015,6,General Administration & Finance,CSC,Civil Service Commission,323.0,Members of Boards and Commissions,0900,Management,0114,"Bdcomm Mbr, Grp5,M$100/Mo",3367,644.0,0.0,0.0,644.0,0.0,0.0,50.88,50.88,694.88
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,790.0,"SEIU - Miscellaneous, Local 1021",7500,Semi-Skilled & General Labor,7542,Watershed Worker (Seasonal),10052,7246.8,0.0,0.0,7246.8,0.0,2102.61,561.04,2663.65,9910.45
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H003,EMT/Paramedic/Firefighter,12606,0.0,0.0,2398.89,2398.89,0.0,0.0,34.78,34.78,2433.67
Calendar,2015,6,General Administration & Finance,HRD,Human Resources,2.0,Management Unrepresented Employees,1200,Personnel,1282,"Manager,Employee Relations Div",33080,78011.03,0.0,0.0,78011.03,14486.27,6690.11,9794.26,30970.64,108981.67
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,38.0,"Plumbers and Pipefitters, Local 38",7300,Journeyman Trade,7316,Water Service Inspector,12410,101733.0,14750.58,14737.12,131220.7,22600.65,12424.5,9964.47,44989.62,176210.32
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790.0,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9102,Transit Car Cleaner,9305,52848.28,6297.09,9315.5,68460.87,13253.88,11964.57,5454.67,30673.12,99133.99
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535.0,"SEIU - Human Services, Local 1021",2900,Human Services,2905,Senior Eligibility Worker,898,51100.0,105.75,80.0,51285.75,10469.83,11468.76,4169.89,26108.48,77394.23
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",6100,Health & Sanitation Inspection,6108,Environmental Hlth Tech 1,3142,72355.82,0.0,0.0,72355.82,14906.63,12424.5,5957.61,33288.74,105644.56
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,790.0,"SEIU - Miscellaneous, Local 1021",1600,"Payroll, Billing & Accounting",1630,Account Clerk,36963,58101.02,0.0,624.0,58725.02,12103.58,12424.5,4822.71,29350.79,88075.81
Calendar,2015,6,General Administration & Finance,HSS,Health Service System,790.0,"SEIU - Miscellaneous, Local 1021",1200,Personnel,1210,Benefits Analyst,15697,71146.14,0.0,0.0,71146.14,14582.46,11687.22,4957.32,31227.0,102373.14
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q002,Police Officer,3332,112696.21,748.07,13692.19,127136.47,22291.44,12424.5,2164.26,36880.2,164016.67
Calendar,2015,4,Community Health,DPH,Public Health,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",1600,"Payroll, Billing & Accounting",1657,Accountant IV,15413,113623.03,0.0,0.0,113623.03,22866.76,12424.5,8704.3,43995.56,157618.59
Calendar,2015,3,Human Welfare & Neighborhood Development,ENV,Environment,790.0,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9920,Publ Svc Aide-Asst To Prof,52869,17284.91,0.0,0.0,17284.91,3800.97,5734.39,1399.93,10935.29,28220.2
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,30241,5360.5,0.0,2071.06,7431.56,0.0,453.61,575.64,1029.25,8460.81
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,6.0,"Electrical Workers, Local 6",7300,Journeyman Trade,7371,Electrical Transit System Mech,17241,38721.2,3504.9,1998.59,44224.69,7231.61,5638.81,3413.03,16283.45,60508.14
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2300,Nursing,2303,Patient Care Assistant,48882,50855.58,0.0,1670.03,52525.61,10981.09,9051.07,4322.05,24354.21,76879.82
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",2500,Med Therapy & Auxiliary,2587,Health Worker 3,40252,67261.11,0.0,0.0,67261.11,13855.45,12424.5,5502.78,31782.73,99043.84
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,35810,61590.28,3788.36,5270.13,70648.77,18267.31,12133.12,5247.64,35648.07,106296.84
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q002,Police Officer,2356,98830.82,8806.77,10885.24,118522.83,20518.11,12424.5,1977.79,34920.4,153443.23
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2328,Nurse Practitioner,45177,113135.84,4208.95,2123.67,119468.46,23112.93,8218.69,9504.19,40835.81,160304.27
Calendar,2015,5,Culture & Recreation,ART,Arts Commission,251.0,"Transport Workers - Miscellaneous, Local 250-A",3500,Museum & Cultural Affairs,3544,Curator 3,37183,82914.04,0.0,0.0,82914.04,17088.83,12424.5,6790.79,36304.12,119218.16
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,351.0,Municipal Executive Association - Miscellaneous,0900,Management,1839,Water Conservation Admin,15535,122071.73,0.0,0.0,122071.73,24521.48,12281.15,17010.59,53813.22,175884.95
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,12187,25765.14,0.0,550.5,26315.64,726.33,6897.21,2039.95,9663.49,35979.13
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",2500,Med Therapy & Auxiliary,2587,Health Worker 3,29201,63713.85,2968.13,1751.0,68432.98,13497.08,11767.43,5671.29,30935.8,99368.78
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters Unit 1, Local 798",H000,Fire Services,H008,EMT Paramedic,5809,1508.06,0.0,0.0,1508.06,0.0,209.07,117.05,326.12,1834.18
Calendar,2015,1,Public Protection,POL,Police,790.0,"SEIU - Miscellaneous, Local 1021",9200,Airport Operation,9209,Community Police Services Aide,51028,67911.04,2952.95,6241.21,77105.2,14669.91,12424.5,5924.87,33019.28,110124.48
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5266,Architectural Associate 2,15828,145200.07,0.0,0.0,145200.07,29221.73,12424.5,10138.65,51784.88,196984.95
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H002,Firefighter,36214,97108.23,2818.54,7756.91,107683.68,19782.68,15052.76,1776.74,36612.18,144295.86
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535.0,"SEIU - Human Services, Local 1021",2900,Human Services,2905,Senior Eligibility Worker,43647,62461.1,3898.35,920.0,67279.45,13020.99,12424.5,5454.7,30900.19,98179.64
Calendar,2015,1,Public Protection,SHF,Sheriff,498.0,Deputy Sheriffs' Association,8300,Correction & Detention,8302,Deputy Sheriff 1,10406,7497.0,78.09,0.0,7575.09,1395.18,1433.59,582.43,3411.2,10986.29
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790.0,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,43137,62468.83,0.0,1748.68,64217.51,13165.18,12424.5,5243.81,30833.49,95051.0
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,34944,34974.57,0.0,1124.98,36099.55,0.0,2896.94,2794.25,5691.19,41790.74
Calendar,2015,1,Public Protection,JUV,Juvenile Probation,250.0,"SEIU - Health Workers, Local 1021",7500,Semi-Skilled & General Labor,7524,Institution Utility Worker,9315,9825.01,0.0,823.09,10648.1,2534.85,2389.33,832.6,5756.78,16404.88
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",2900,Human Services,2920,Medical Social Worker,24311,86543.97,0.0,1996.18,88540.15,18248.66,11528.51,7327.13,37104.3,125644.45
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,856.0,"Teamsters - Miscellaneous, Local 856",1400,"Clerical, Secretarial & Steno",1434,Shelter Service Rep,29774,47923.69,218.75,1238.64,49381.08,11564.35,11704.42,4021.33,27290.1,76671.18
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,790.0,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1820,Junior Administrative Analyst,13585,35933.01,243.11,0.0,36176.12,7394.72,8123.71,2931.52,18449.95,54626.07
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790.0,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,40190,56531.0,0.0,5958.08,62489.08,12374.18,12424.5,5150.09,29948.77,92437.85
Calendar,2015,1,Public Protection,DAT,District Attorney,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",8100,Legal & Court,8132,Da Investigative Assist,40737,77071.01,0.0,0.0,77071.01,15884.7,12424.5,6275.72,34584.92,111655.93
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,7962,27905.16,0.0,7757.06,35662.22,6810.08,2339.87,2933.53,12083.48,47745.7
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,32448,63805.15,8955.2,3902.59,76662.94,16727.54,12650.66,5821.9,35200.1,111863.04
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790.0,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9102,Transit Car Cleaner,51697,62811.0,25044.33,16696.97,104552.3,15459.93,12424.5,8509.97,36394.4,140946.7
Calendar,2015,6,General Administration & Finance,CAT,City Attorney,790.0,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1840,Junior Management Assistant,27305,27125.0,0.0,0.0,27125.0,5047.95,5734.39,2131.81,12914.15,40039.15
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2300,Nursing,2312,Licensed Vocational Nurse,49460,75605.07,0.0,2490.22,78095.29,16051.4,12424.5,6452.95,34928.85,113024.14
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,11855,42027.65,2705.58,776.35,45509.58,11101.69,12777.1,3228.04,27106.83,72616.41
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,39.0,"Stationary Engineers, Local 39",7300,Journeyman Trade,7334,Stationary Engineer,37988,85004.0,268.05,11233.31,96505.36,19271.56,12424.5,7886.01,39582.07,136087.43
Calendar,2015,4,Community Health,DPH,Public Health,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",2500,Med Therapy & Auxiliary,2548,Occupational Therapist,49386,92439.8,0.0,440.0,92879.8,18718.09,10263.66,7405.24,36386.99,129266.79
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",2100,Hospital Administration,2112,Medical Records Technician,14448,71612.03,0.0,624.0,72236.03,14888.01,12424.5,5630.66,32943.17,105179.2
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,130.0,"Automotive Machinists, Local 1414",7300,Journeyman Trade,7332,Maintenance Machinist,47530,23025.27,0.0,600.0,23625.27,0.0,3402.29,1829.22,5231.51,28856.78
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",2400,"Lab, Pharmacy & Med Techs",2458,Forensic Toxicologist,12103,209466.06,0.0,28444.19,237910.25,42155.15,12424.5,11813.21,66392.86,304303.11
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,841,43507.91,4464.39,901.88,48874.18,11840.16,13094.53,3705.25,28639.94,77514.12
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2300,Nursing,2390,Central Processing & Dist Tech,1525,73406.04,4334.08,5191.38,82931.5,15361.24,12424.5,6533.64,34319.38,117250.88
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,46894,44648.61,3482.91,1300.24,49431.76,11905.36,13164.0,3709.71,28779.07,78210.83
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,16063,2474.34,0.0,27.48,2501.82,561.16,0.0,270.88,832.04,3333.86
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H030,"Captain, Fire Suppression",7242,150234.0,6773.58,9316.44,166324.02,31351.02,15196.12,2780.62,49327.76,215651.78
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,252.0,"Transport Workers - Auto Svc Workers, Local 250-A",7400,Skilled Labor,7410,Automotive Service Worker,17212,54100.28,0.0,4962.33,59062.61,13334.63,11659.32,4727.72,29721.67,88784.28
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,351.0,Municipal Executive Association - Miscellaneous,9100,Street Transit,9180,"Manager VI, MTA",51088,81904.5,0.0,24268.0,106172.5,17969.85,6451.18,17385.91,41806.94,147979.44
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q052,Sergeant 3,2225,143724.8,14673.41,19970.92,178369.13,28970.28,12424.5,3033.7,44428.48,222797.61
Calendar,2015,2,"Public Works, Transportation & Commerce",PRT,Port,34.0,"Pile Drivers, Local 34",7200,Supervisory-Labor & Trade,9330,Pile Worker,1601,92282.03,0.0,32.0,92314.03,19025.76,12424.5,7570.9,39021.16,131335.19
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,790.0,"SEIU - Miscellaneous, Local 1021",7400,Skilled Labor,7470,Watershed Keeper,6374,64174.02,2182.6,1786.89,68143.51,13466.84,11377.92,5616.58,30461.34,98604.85
Calendar,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,790.0,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1820,Junior Administrative Analyst,36433,841.4,0.0,0.0,841.4,217.07,238.93,79.35,535.35,1376.75
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,44028,56531.0,653.1,2930.55,60114.65,11796.81,12424.5,4926.44,29147.75,89262.4
Calendar,2015,1,Public Protection,POL,Police,790.0,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8274,Police Cadet,5243,12093.36,0.0,0.0,12093.36,0.0,4491.93,937.81,5429.74,17523.1
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,20512,48366.27,3242.88,739.54,52348.69,13243.56,9513.4,4011.88,26768.84,79117.53
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1824,Pr Administrative Analyst,9202,118104.09,0.0,0.0,118104.09,23768.42,12424.5,9501.15,45694.07,163798.16
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,351.0,Municipal Executive Association - Miscellaneous,0900,Management,0923,Manager II,34109,124251.4,0.0,0.0,124251.4,24963.03,12424.5,24831.85,62219.38,186470.78
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,46445,1038.45,0.0,60.58,1099.03,0.0,0.0,18.84,18.84,1117.87
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535.0,"SEIU - Human Services, Local 1021",2900,Human Services,2910,Social Worker,5767,24711.31,0.0,1070.31,25781.62,0.0,5421.8,1996.02,7417.82,33199.44
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,19804,46059.68,8394.02,3530.98,57984.68,13383.08,9038.35,4514.07,26935.5,84920.18
Calendar,2015,6,General Administration & Finance,ASR,Assessor/Recorder,790.0,"SEIU - Miscellaneous, Local 1021",4200,Appraisal & Taxation,4213,Asr-Office Assistant,39942,23326.0,0.0,0.0,23326.0,5129.39,5734.39,1763.56,12627.34,35953.34
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,261.0,"Laborers, Local 261",7400,Skilled Labor,7404,Asphalt Finisher,2987,67417.0,497.1,2275.85,70189.95,14360.56,12424.49,5559.04,32344.09,102534.04
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q003,Police Officer 2,36486,115145.58,10437.51,14882.1,140465.19,22754.69,12212.44,2337.98,37305.11,177770.3
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790.0,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3208,Pool Lifeguard,2804,5120.03,0.0,185.75,5305.78,0.0,1688.95,411.82,2100.77,7406.55
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,252.0,"Transport Workers - Auto Svc Workers, Local 250-A",7400,Skilled Labor,7410,Automotive Service Worker,25741,65774.01,0.0,0.0,65774.01,13556.27,12424.5,5203.37,31184.14,96958.15
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,40121,65553.41,16781.13,1716.26,84050.8,18368.32,12912.22,6564.79,37845.33,121896.13
Calendar,2015,4,Community Health,DPH,Public Health,858.0,"Teamsters - Supervising Nurses, Local 856",2300,Nursing,2322,Nurse Manager,12527,180520.0,0.0,665.0,181185.0,36482.2,12424.5,10718.57,59625.27,240810.27
Calendar,2015,1,Public Protection,JUV,Juvenile Probation,39.0,"Stationary Engineers, Local 39",7300,Journeyman Trade,7334,Stationary Engineer,32891,18519.3,0.0,1326.26,19845.56,0.0,0.0,1567.79,1567.79,21413.35
Calendar,2015,4,Community Health,DPH,Public Health,251.0,"Transport Workers - Miscellaneous, Local 250-A",6100,Health & Sanitation Inspection,6122,Sr Environmental Hlth Insp,2376,115541.0,0.0,0.0,115541.0,23252.6,12424.5,9170.29,44847.39,160388.39
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H003,EMT/Paramedic/Firefighter,33733,128437.79,48363.42,12472.9,189274.11,27774.67,14916.56,3216.01,45907.24,235181.35
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,1.0,Miscellaneous Unrepresented Employees,9900,Public Service Aide,9916,Public Svc Aide-Public Works,31577,8816.0,0.0,0.0,8816.0,0.0,3822.92,703.49,4526.41,13342.41
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,13714,34530.11,554.29,5221.43,40305.83,7060.79,3742.88,3197.19,14000.86,54306.69
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2328,Nurse Practitioner,47404,27388.8,0.0,5508.19,32896.99,6009.12,1720.32,2674.05,10403.49,43300.48
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,261.0,"Laborers, Local 261",3400,Agriculture & Horticulture,3422,Park Section Supervisor,2865,82169.5,12557.33,0.0,94726.83,16954.59,12424.5,7752.25,37131.34,131858.17
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,38399,64981.78,4667.78,2133.22,71782.78,18361.04,12806.2,5543.85,36711.09,108493.87
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790.0,"SEIU - Miscellaneous, Local 1021",3600,Library,3602,Library Page,38161,21937.9,0.0,347.65,22285.55,5351.94,6427.29,1805.9,13585.13,35870.68
Calendar,2015,1,Public Protection,SHF,Sheriff,498.0,Deputy Sheriffs' Association,8300,Correction & Detention,8304,Deputy Sheriff,48849,94400.52,7965.86,8915.84,111282.22,25042.04,11995.15,1862.09,38899.28,150181.5
Calendar,2015,1,Public Protection,SHF,Sheriff,498.0,Deputy Sheriffs' Association,8300,Correction & Detention,8306,Senior Deputy Sheriff,3592,108372.19,77320.86,22974.14,208667.19,31146.99,12424.5,2997.41,46568.9,255236.09
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2300,Nursing,2303,Patient Care Assistant,23505,42102.6,317.8,6635.05,49055.45,10773.73,9396.03,4002.46,24172.22,73227.67
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790.0,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1840,Junior Management Assistant,37506,70931.03,0.0,0.0,70931.03,14619.09,12424.5,5590.44,32634.03,103565.06
Calendar,2015,2,"Public Works, Transportation & Commerce",CWP,PUC Wastewater Enterprise,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",5300,Sub-Professional Engineering,5380,"Stdntdsgntrain1, Arch/Eng/Plng",45168,13241.53,0.0,0.0,13241.53,0.0,3141.97,1027.56,4169.53,17411.06
Calendar,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,790.0,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1450,Executive Secretary 1,34324,74165.06,0.0,618.75,74783.81,15413.32,12424.53,6200.66,34038.51,108822.32
Calendar,2015,6,General Administration & Finance,TTX,Treasurer/Tax Collector,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1823,Senior Administrative Analyst,33539,3537.0,0.0,0.0,3537.0,793.35,477.88,289.79,1561.02,5098.02
Calendar,2015,6,General Administration & Finance,REG,Elections,790.0,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1404,Clerk,43180,9174.44,354.39,276.6,9805.43,0.0,2419.19,761.07,3180.26,12985.69
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5277,Planner 1,27349,66363.82,0.0,0.0,66363.82,13648.37,12424.5,5337.65,31410.52,97774.34
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200.0,"Transportation Workers, Local 200",9100,Street Transit,9150,Train Controller,29023,89854.4,59655.39,8418.99,157928.78,20029.19,10513.04,10357.18,40899.41,198828.19
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1042,IS Engineer-Journey,20353,120111.0,0.0,0.0,120111.0,24172.55,12424.5,9803.54,46400.59,166511.59
Calendar,2015,4,Community Health,DPH,Public Health,535.0,"SEIU - Human Services, Local 1021",2900,Human Services,2903,Eligibility Worker,35782,5962.32,0.0,0.0,5962.32,0.0,1305.17,462.77,1767.94,7730.26
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790.0,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,47450,56531.0,0.0,7742.0,64273.0,13748.44,12424.5,4937.83,31110.77,95383.77
