Organization Group,Department,Job Family,Job,Salary,Overtime,Benefits,Total Compensation
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,0.0,42.0,3.0,46.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,0.0,0.0,0.0,0.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,0.0,1.0,0.0,1.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,0.0,11.0,1.0,11.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,0.0,5.0,0.0,5.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,0.0,2.0,0.0,2.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,0.0,21.0,2.0,23.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,0.0,5.0,0.0,6.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,0.0,15.0,1.0,17.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,1510.0,28.0,118.0,1655.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,4847.0,0.0,1598.0,6444.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,3509.0,0.0,1984.0,5494.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,8209.0,0.0,637.0,8846.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,13524.0,45.0,5782.0,19351.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,21846.0,65.0,10079.0,31990.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,24252.0,0.0,11231.0,35484.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,16376.0,9.0,7313.0,23697.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,34935.0,0.0,15982.0,50917.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,25341.0,0.0,8480.0,33820.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,41072.0,89.0,18182.0,59343.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,46163.0,3030.0,19344.0,68538.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,71596.0,7605.0,34548.0,113750.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,59981.0,0.0,33854.0,93834.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,69797.0,4165.0,34905.0,108866.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,58520.0,706.0,33357.0,92583.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,1439.0,0.0,738.0,2177.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,67097.0,253.0,33944.0,101294.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,71464.0,53.0,34740.0,106257.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,73545.0,0.0,36379.0,109924.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,74464.0,14089.0,37096.0,125650.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,70465.0,457.0,34529.0,105451.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,72105.0,10.0,34953.0,107068.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,67389.0,70.0,33022.0,100482.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,65401.0,0.0,33327.0,98728.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,51114.0,31.0,30739.0,81885.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,69161.0,1.0,33967.0,103129.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,71868.0,0.0,35320.0,107188.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,69549.0,1281.0,34372.0,105202.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,38105.0,164.0,23094.0,61363.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,69963.0,384.0,34755.0,105103.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,60665.0,0.0,32627.0,93291.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,36185.0,19.0,17508.0,53712.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,60388.0,53.0,29503.0,89944.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,67396.0,578.0,33233.0,101207.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,32330.0,0.0,15868.0,48199.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,66333.0,7370.0,33355.0,107059.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,70865.0,10469.0,35801.0,117134.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,64075.0,5.0,34196.0,98276.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,18580.0,405.0,9032.0,28017.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,70162.0,21.0,34464.0,104647.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,69618.0,4684.0,34936.0,109238.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,76810.0,4612.0,36953.0,118375.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,63141.0,436.0,33872.0,97449.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,74632.0,2376.0,36226.0,113234.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,59611.0,0.0,33474.0,93085.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,73746.0,1688.0,35859.0,111293.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,73492.0,6764.0,35660.0,115915.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,72108.0,0.0,35337.0,107445.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,71714.0,125.0,35245.0,107084.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,43463.0,4.0,21427.0,64894.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,71982.0,222.0,35248.0,107452.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,59233.0,1974.0,33761.0,94967.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,68688.0,179.0,34276.0,103143.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,71988.0,0.0,35327.0,107315.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,65329.0,0.0,33159.0,98487.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,5539.0,7.0,3373.0,8919.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,76520.0,13676.0,37468.0,127664.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,50511.0,124.0,24716.0,75351.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,67488.0,25.0,33082.0,100595.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,1467.0,0.0,114.0,1581.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,57950.0,2.0,28086.0,86038.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,60997.0,4.0,30614.0,91615.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,72228.0,0.0,35178.0,107406.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,60561.0,263.0,30086.0,90910.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,72618.0,7747.0,36065.0,116430.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,85561.0,25829.0,39454.0,150844.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,63231.0,486.0,30818.0,94535.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,67523.0,0.0,33504.0,101027.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,48140.0,255.0,25454.0,73848.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,50482.0,0.0,25138.0,75619.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,60052.0,25.0,28760.0,88837.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,61802.0,0.0,33004.0,94805.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,73247.0,0.0,35626.0,108873.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,71724.0,1680.0,34031.0,107435.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,59229.0,0.0,33404.0,92633.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,57267.0,0.0,32663.0,89930.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,69179.0,339.0,33422.0,102940.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,69964.0,0.0,34726.0,104690.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,65224.0,0.0,33351.0,98575.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,57448.0,0.0,33123.0,90571.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,69880.0,21.0,34501.0,104402.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,58800.0,0.0,33467.0,92267.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,61523.0,80.0,29919.0,91523.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,75099.0,24624.0,37896.0,137619.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,69495.0,4478.0,34605.0,108578.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,64438.0,39201.0,38318.0,141957.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,61768.0,0.0,34459.0,96228.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,61396.0,0.0,30749.0,92145.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,36217.0,250.0,19916.0,56382.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,61504.0,0.0,34370.0,95874.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,6896.0,97.0,1835.0,8828.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,31980.0,271.0,10469.0,42720.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,21741.0,0.0,1777.0,23517.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,37665.0,603.0,13780.0,52049.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,67778.0,0.0,33993.0,101770.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,69094.0,0.0,34253.0,103347.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,26488.0,41.0,22509.0,49038.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,33580.0,63.0,14385.0,48029.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,16988.0,0.0,1750.0,18737.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,51460.0,0.0,26338.0,77797.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,71757.0,0.0,35077.0,106834.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,19819.0,0.0,6455.0,26274.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,63237.0,0.0,31592.0,94829.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,16499.0,0.0,8015.0,24514.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,60599.0,0.0,33954.0,94553.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,47928.0,0.0,26838.0,74766.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,64077.0,0.0,32922.0,96999.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,61741.0,2172.0,31311.0,95223.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,25875.0,0.0,8702.0,34577.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,71264.0,0.0,35037.0,106301.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,57105.0,0.0,32869.0,89973.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,57965.0,0.0,31625.0,89589.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,72771.0,104.0,34961.0,107836.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,33488.0,0.0,10579.0,44067.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,12902.0,0.0,6897.0,19800.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,48790.0,0.0,22521.0,71310.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,64171.0,1.0,32817.0,96989.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,69004.0,1271.0,34204.0,104479.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,68925.0,12.0,34031.0,102968.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,68965.0,40.0,34264.0,103269.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,41975.0,439.0,21917.0,64330.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,64034.0,0.0,33852.0,97885.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,68765.0,36.0,34270.0,103070.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,65758.0,0.0,33219.0,98977.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,58685.0,0.0,33549.0,92234.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,68647.0,1937.0,34137.0,104722.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,38410.0,4137.0,14510.0,57058.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,2107.0,0.0,1097.0,3204.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,68310.0,229.0,34271.0,102810.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,13634.0,0.0,3962.0,17597.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,63533.0,0.0,34028.0,97562.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,62271.0,40.0,34107.0,96418.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,62420.0,1455.0,34775.0,98650.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,65066.0,10.0,34348.0,99424.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,67123.0,28.0,34944.0,102096.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,63517.0,199.0,30964.0,94680.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,62185.0,0.0,34509.0,96694.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,62187.0,0.0,34562.0,96749.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,45064.0,31.0,24688.0,69784.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,64892.0,282.0,31759.0,96933.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,66172.0,0.0,34743.0,100915.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,64011.0,5.0,33908.0,97924.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,59092.0,0.0,31712.0,90804.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,64494.0,0.0,34273.0,98767.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,63534.0,0.0,34056.0,97589.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,66018.0,24.0,33354.0,99395.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,62807.0,127.0,33573.0,96506.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,58531.0,0.0,28535.0,87067.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,62941.0,0.0,33867.0,96808.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 2,67803.0,0.0,33963.0,101766.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,0.0,14.0,1.0,15.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,0.0,53.0,4.0,58.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,0.0,110.0,9.0,119.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,0.0,5.0,0.0,5.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,0.0,13.0,1.0,14.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,0.0,5.0,0.0,6.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,0.0,0.0,0.0,0.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,0.0,3.0,0.0,4.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,188.0,26.0,16.0,230.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,18253.0,0.0,4774.0,23027.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,15563.0,0.0,7035.0,22599.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,620.0,0.0,47.0,667.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,24599.0,0.0,11818.0,36417.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,28236.0,0.0,13080.0,41316.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,28210.0,0.0,13938.0,42148.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,2063.0,2377.0,1117.0,5557.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,33897.0,0.0,16131.0,50028.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,27810.0,0.0,14265.0,42075.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,77328.0,57.0,36738.0,114123.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,69250.0,1340.0,32902.0,103491.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,76548.0,13.0,36594.0,113155.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,64601.0,3.0,34214.0,98818.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,77828.0,22.0,36939.0,114789.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,77972.0,13.0,36759.0,114744.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,78112.0,32.0,36828.0,114972.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,66924.0,90.0,32900.0,99914.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,77172.0,0.0,36808.0,113980.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,58148.0,1359.0,27508.0,87016.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,77172.0,0.0,36743.0,113915.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,76949.0,0.0,36277.0,113225.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,77172.0,0.0,36800.0,113972.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,78532.0,0.0,36909.0,115441.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,76548.0,0.0,36505.0,113053.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,68907.0,0.0,34215.0,103122.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,68381.0,1336.0,32717.0,102433.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,76548.0,0.0,36502.0,113050.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,75243.0,2667.0,35823.0,113733.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,78612.0,1.0,36813.0,115426.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,76700.0,1.0,36671.0,113371.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,77832.0,0.0,36803.0,114635.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,67224.0,0.0,33654.0,100877.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,66140.0,62.0,32720.0,98922.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,67004.0,2100.0,34058.0,103162.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,68472.0,62.0,33748.0,102281.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,76879.0,135.0,36238.0,113252.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,76539.0,0.0,36636.0,113175.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,82555.0,32582.0,39878.0,155016.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,61131.0,34.0,31094.0,92259.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,78452.0,0.0,37105.0,115557.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,78908.0,20.0,37296.0,116224.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,73561.0,0.0,35141.0,108703.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,76350.0,0.0,36183.0,112534.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,77053.0,0.0,36684.0,113737.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,77301.0,0.0,36503.0,113804.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,76539.0,58.0,36540.0,113138.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,73397.0,0.0,35405.0,108802.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,77172.0,0.0,36753.0,113925.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,76154.0,2518.0,36488.0,115160.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,66096.0,0.0,31109.0,97205.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,65192.0,0.0,31133.0,96325.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,74510.0,0.0,36123.0,110632.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,77063.0,0.0,36711.0,113774.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,73404.0,0.0,35688.0,109092.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,71544.0,1.0,35182.0,106728.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,76521.0,0.0,36458.0,112979.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,76800.0,4.0,36609.0,113412.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,75380.0,0.0,35576.0,110956.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,76789.0,1605.0,35949.0,114343.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,77163.0,0.0,36758.0,113922.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,77383.0,337.0,36643.0,114364.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,78088.0,0.0,36593.0,114681.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,76549.0,0.0,36555.0,113104.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,74972.0,100.0,35999.0,111071.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,3054.0,0.0,237.0,3291.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,77172.0,438.0,36851.0,114461.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,78008.0,260.0,23252.0,101520.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,77172.0,0.0,36782.0,113954.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,40129.0,1176.0,19177.0,60483.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,76493.0,2.0,36447.0,112942.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,78412.0,294.0,36285.0,114990.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,77172.0,0.0,36529.0,113701.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,77172.0,0.0,36617.0,113790.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,78473.0,1947.0,37163.0,117584.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,58966.0,0.0,27876.0,86841.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,76831.0,2.0,36659.0,113492.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,66385.0,3227.0,33207.0,102819.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,6412.0,0.0,3172.0,9585.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,80683.0,3369.0,36890.0,120942.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,71327.0,0.0,33723.0,105050.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,78472.0,108.0,36674.0,115254.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,59872.0,0.0,28566.0,88438.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,78640.0,438.0,37238.0,116316.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,65295.0,0.0,33212.0,98506.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,53200.0,0.0,27335.0,80536.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,58336.0,0.0,32410.0,90746.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,65349.0,0.0,34212.0,99561.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,77172.0,1.0,36822.0,113995.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,77819.0,0.0,36240.0,114060.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,77134.0,0.0,36701.0,113836.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,76548.0,0.0,36558.0,113106.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,37648.0,0.0,19666.0,57314.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,76578.0,0.0,36494.0,113072.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,73338.0,0.0,33617.0,106955.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,82507.0,6123.0,38286.0,126916.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,59071.0,608.0,27655.0,87334.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,47600.0,0.0,24736.0,72336.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,62862.0,0.0,32592.0,95454.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,38230.0,0.0,19580.0,57810.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,76548.0,0.0,36447.0,112995.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,78008.0,0.0,36929.0,114937.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,72015.0,0.0,35152.0,107167.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,70651.0,539.0,34926.0,106116.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,63983.0,436.0,30591.0,95010.0
Community Health,Public Health,Med Therapy & Auxiliary,Health Worker 3,67748.0,0.0,34109.0,101856.0
